,text,category,entity_type,entity_value,start_offset,end_offset,tags
2683,i want  information about free account terminations,delete_account,account_type,free,26.0,30.0,BLMQZ
2684,what do I have to do to cancel my freemium account?,delete_account,account_type,Freemium,34.0,42.0,BIL
2685,could ya help me delete my pro account,delete_account,account_type,Pro,27.0,30.0,BILPQ
2686,i have a question about standard account terminations,delete_account,account_type,Standard,24.0,32.0,BLMQ
2687,I do not know what I need to do to delete m premium account,delete_account,account_type,Premium,44.0,51.0,BELZ
2688,I don't know what I have to do to cancel a Premium account,delete_account,account_type,Premium,43.0,50.0,BL
2689,close Platinum account,delete_account,account_type,Platinum,6.0,14.0,BKL
2690,closing standard account,delete_account,account_type,Standard,8.0,16.0,BKL
2691,I do not know what I need to do to close my standard account,delete_account,account_type,Standard,44.0,52.0,BEL
2692,have probles with the cancellation of my Platinum account,delete_account,account_type,Platinum,41.0,49.0,BLMQZ
2693,I don't know what I have to do to cancel a gold account,delete_account,account_type,Gold,43.0,47.0,BL
2694,i no longer use ym pro account want help deleting it,delete_account,account_type,Pro,19.0,22.0,BCELQZ
2695,delete Freemium account,delete_account,account_type,Freemium,7.0,15.0,BKL
2696,deleting user,delete_account,,,,,BK
2697,remove platinum account,delete_account,account_type,Platinum,7.0,15.0,BKL
2698,I need assistance to delete my pro account,delete_account,account_type,Pro,31.0,34.0,BL
2699,can you help me to close the Freemium account?,delete_account,account_type,Freemium,29.0,37.0,BIL
2700,problem with premium account removals,delete_account,account_type,Premium,13.0,20.0,BLM
2701,problem wit standard account removals,delete_account,account_type,Standard,12.0,20.0,BLMZ
2702,closing Gold account,delete_account,account_type,Gold,8.0,12.0,BKL
2703,I do not know what I need to do to cancel my free account,delete_account,account_type,free,45.0,49.0,BEL
2704,question  about a premium account termination,delete_account,account_type,Premium,18.0,25.0,BLZ
2705,closing premium account,delete_account,account_type,Premium,8.0,15.0,BKL
2706,deleting standard account,delete_account,account_type,Standard,9.0,17.0,BKL
2707,cancelling Premium account,delete_account,account_type,Premium,11.0,18.0,BKL
2708,have a problem with the deletion of my free account,delete_account,account_type,free,39.0,43.0,BLQ
2709,canceling Premium cacount,delete_account,account_type,Premium,10.0,17.0,BKLZ
2710,remove freemium account,delete_account,account_type,Freemium,7.0,15.0,BKL
2711,question about the cancellation of a premium account,delete_account,account_type,Premium,37.0,44.0,BL
2712,can you help me to remove the free account?,delete_account,account_type,free,30.0,34.0,BIL
2713,closing free account,delete_account,account_type,free,8.0,12.0,BKL
2714,I need assistance canceling a Gold account,delete_account,account_type,Gold,30.0,34.0,BL
2715,I do not know what to do to delete a free account,delete_account,account_type,free,37.0,41.0,BEL
2716,problems with pro account cancellations,delete_account,account_type,Pro,14.0,17.0,BLM
2717,I do not know how to delete the bloody free account,delete_account,account_type,free,39.0,43.0,BELW
2718,can you hep me closing a Freemium account?,delete_account,account_type,Freemium,25.0,33.0,BILZ
2719,I do not know what I need to do to remove a Platinum account,delete_account,account_type,Platinum,44.0,52.0,BEL
2720,I don't know what I need to do to close the Freemium account,delete_account,account_type,Freemium,44.0,52.0,BL
2721,i dont know how i could close a free accoynt,delete_account,account_type,free,32.0,36.0,BLPQZ
2722,cancelling Pro account,delete_account,account_type,Pro,11.0,14.0,BKL
2723,want  assistance to cancel a freemium account,delete_account,account_type,Freemium,29.0,37.0,BLQZ
2724,have problems with the removal of my free account,delete_account,account_type,free,37.0,41.0,BLMQ
2725,problems with free account removals,delete_account,account_type,free,14.0,18.0,BLM
2726,canceling Platinum account,delete_account,account_type,Platinum,10.0,18.0,BKL
2727,I want information about the removal of my standard account,delete_account,account_type,Standard,43.0,51.0,BL
2728,problems  with the termination of a Gold account,delete_account,account_type,Gold,36.0,40.0,BLMZ
2729,i dont use my platinum account need assistance cancelling it,delete_account,account_type,Platinum,14.0,22.0,BCLQ
2730,canceling Freemium account,delete_account,account_type,Freemium,10.0,18.0,BKL
2731,I don't know what to do to cancel my Pro account,delete_account,account_type,Pro,37.0,40.0,BL
2732,I need assistance deleting my platinum account,delete_account,account_type,Platinum,30.0,38.0,BL
2733,delete standard account,delete_account,account_type,Standard,7.0,15.0,BKL
2734,deleting pro account,delete_account,account_type,Pro,9.0,12.0,BKL
2735,i do not know what to do to remove my free account,delete_account,account_type,free,38.0,42.0,BELQ
2736,cancelling free account,delete_account,account_type,free,11.0,15.0,BKL
2737,removing freemium account,delete_account,account_type,Freemium,9.0,17.0,BKL
2738,I have problems with the termination of my freemium account,delete_account,account_type,Freemium,43.0,51.0,BLM
2739,"I don't make use of the bloody user, I need  to cancel it",delete_account,,,,,BCLWZ
2740,what do i have to do to close the free account,delete_account,account_type,free,34.0,38.0,BILQ
2741,deleting freemium account,delete_account,account_type,Freemium,9.0,17.0,BKL
2742,what do i have to do to closd the premium account,delete_account,account_type,Premium,34.0,41.0,BILQZ
2743,assistance clsoing a pro account,delete_account,account_type,Pro,21.0,24.0,BLZ
2744,i no longer need the Platinum account i try to close it,delete_account,account_type,Platinum,21.0,29.0,BCELQ
2745,i have a question about the terination of a freemium account,delete_account,account_type,Freemium,44.0,52.0,BLQZ
2746,remove Gold account,delete_account,account_type,Gold,7.0,11.0,BKL
2747,problem with pro acocunt cancellations,delete_account,account_type,Pro,13.0,16.0,BLMZ
2748,questionabout Premium account removals,delete_account,account_type,Premium,14.0,21.0,BLMZ
2749,I don't know what I have to do to delete the premium account,delete_account,account_type,Premium,45.0,52.0,BL
2750,I do not know how tto delete the Pro account,delete_account,account_type,Pro,33.0,36.0,BELZ
2751,problems with platinum account terminations,delete_account,account_type,Platinum,14.0,22.0,BLM
2752,problems with Freemium account removals,delete_account,account_type,Freemium,14.0,22.0,BLM
2753,how can i get information about a Platinum account removal,delete_account,account_type,Platinum,34.0,42.0,BILQ
2754,i od not know what to do to cancel the Premium account,delete_account,account_type,Premium,39.0,46.0,BELQZ
2755,I have problems with the termination of a platinum account,delete_account,account_type,Platinum,42.0,50.0,BLM
2756,I need assistance closing my Gold account,delete_account,account_type,Gold,29.0,33.0,BL
2757,closing platinum account,delete_account,account_type,Platinum,8.0,16.0,BKL
2758,I do not know what I have to do to edlete the free account,delete_account,account_type,free,46.0,50.0,BELZ
2759,i dont use my free account i need help closing it,delete_account,account_type,free,14.0,18.0,BCLQ
2760,what do i need to do to close my premium account,delete_account,account_type,Premium,33.0,40.0,BILQ
2761,deleting account,delete_account,,,,,BK
2762,"I do not want a user, how could I delete it?",delete_account,,,,,BCEIP
2763,I have a question about the removal of my freemium account,delete_account,account_type,Freemium,42.0,50.0,BL
2764,what do I have to do to delete a platinum account?,delete_account,account_type,Platinum,33.0,41.0,BIL
2765,I want assistance closing my goddamn platinum cacount,delete_account,account_type,Platinum,37.0,45.0,BLWZ
2766,i wanr help to remove my Freemium account,delete_account,account_type,Freemium,25.0,33.0,BLQZ
2767,could you help me to close the damn free account?,delete_account,account_type,free,36.0,40.0,BILPW
2768,i dont know what to do to close my fucking Premium account,delete_account,account_type,Premium,43.0,50.0,BLQW
2769,could you help me to cancel a fucking standard account?,delete_account,account_type,Standard,38.0,46.0,BILPW
2770,find information about the removal of my standard account,delete_account,account_type,Standard,41.0,49.0,BL
2771,where can i get information about Freemium account deletions,delete_account,account_type,Freemium,34.0,42.0,BILMQ
2772,i dont know how to cancel the Pro account,delete_account,account_type,Pro,30.0,33.0,BLQ
2773,"I never use the Freemium account, help me delete it",delete_account,account_type,Freemium,16.0,24.0,BCEL
2774,i have got to close my bloody free account i need help,delete_account,account_type,free,30.0,34.0,BCLQW
2775,cancelling freemium account,delete_account,account_type,Freemium,11.0,19.0,BKL
2776,closing gold account,delete_account,account_type,Gold,8.0,12.0,BKL
2777,delete user,delete_account,,,,,BK
2778,cancelling Freemium account,delete_account,account_type,Freemium,11.0,19.0,BKL
2779,i never make use of the free account  how can i delete it,delete_account,account_type,free,24.0,28.0,BCEILQZ
2780,deleting Freemium account,delete_account,account_type,Freemium,9.0,17.0,BKL
2781,close gold account,delete_account,account_type,Gold,6.0,10.0,BKL
2782,deleting gold account,delete_account,account_type,Gold,9.0,13.0,BKL
2783,problems with the termination of a Premium account,delete_account,account_type,Premium,35.0,42.0,BLM
2784,I need infomation about the removal of my Pro account,delete_account,account_type,Pro,42.0,45.0,BLZ
2785,remove Premium account,delete_account,account_type,Premium,7.0,14.0,BKL
2786,i have a problem with the terminatoin of a Gold account,delete_account,account_type,Gold,43.0,47.0,BLQZ
2787,close standard account,delete_account,account_type,Standard,6.0,14.0,BKL
2788,where can I get information about premium account deletions?,delete_account,account_type,Premium,34.0,41.0,BILM
2789,i do not know what to do to close my Platinum account,delete_account,account_type,Platinum,37.0,45.0,BELQ
2790,can you help me closing the free account?,delete_account,account_type,free,28.0,32.0,BIL
2791,how can i find  information about Gold account cancellations,delete_account,account_type,Gold,34.0,38.0,BILMQZ
2792,i dont use my Freemium account i want help clsoing it,delete_account,account_type,Freemium,14.0,22.0,BCLQZ
2793,I don't know what I have to do to cancel a freemium account,delete_account,account_type,Freemium,43.0,51.0,BL
2794,close platinum account,delete_account,account_type,Platinum,6.0,14.0,BKL
2795,what do I have to do to deleet a premium account?,delete_account,account_type,Premium,33.0,40.0,BILZ
2796,how do I cancel a standard account?,delete_account,account_type,Standard,18.0,26.0,BIL
2797,acncel pro account,delete_account,account_type,Pro,7.0,10.0,BKLZ
2798,cancelling pro account,delete_account,account_type,Pro,11.0,14.0,BKL
2799,i have problems with the cancellation of my Premium account,delete_account,account_type,Premium,44.0,51.0,BLMQ
2800,"I no longer need my standard account, help me delete it",delete_account,account_type,Standard,20.0,28.0,BCEL
2801,i want information about the cancellation of my free account,delete_account,account_type,free,48.0,52.0,BLQ
2802,how can i get information about platinum account removals,delete_account,account_type,Platinum,32.0,40.0,BILMQ
2803,I don't know how I can close my pro account,delete_account,account_type,Pro,32.0,35.0,BL
2804,i dont know what to do to remove my freemium account,delete_account,account_type,Freemium,36.0,44.0,BLQ
2805,I have a question about the cancellation of my free account,delete_account,account_type,free,47.0,51.0,BL
2806,have problems with the deletion of my Premium account,delete_account,account_type,Premium,38.0,45.0,BLMQ
2807,i dont know how i can close a premium account,delete_account,account_type,Premium,30.0,37.0,BLQ
2808,I don't know what I have to do to remove the free azccount,delete_account,account_type,free,45.0,49.0,BLZ
2809,i have problems with the deletion of a freemium account,delete_account,account_type,Freemium,39.0,47.0,BLMQ
2810,I need infomration about the termination of a Gold account,delete_account,account_type,Gold,46.0,50.0,BLZ
2811,i want information about the cancellation of a gold account,delete_account,account_type,Gold,47.0,51.0,BLQ
2812,problems with a standard account removal,delete_account,account_type,Standard,16.0,24.0,BLM
2813,information about the cancellation of a free account,delete_account,account_type,free,40.0,44.0,BL
2814,i have a problem with Platinum account removals,delete_account,account_type,Platinum,22.0,30.0,BLMQ
2815,problem with Freemium account deletions,delete_account,account_type,Freemium,13.0,21.0,BLM
2816,I don't know what I need to do to cancel a platinum account,delete_account,account_type,Platinum,43.0,51.0,BL
2817,find information about the removal fo my standard account,delete_account,account_type,Standard,41.0,49.0,BLZ
2818,closing freemium account,delete_account,account_type,Freemium,8.0,16.0,BKL
2819,problems with the termination of my Freemium account,delete_account,account_type,Freemium,36.0,44.0,BLM
2820,i do not know how to remove the freemium account,delete_account,account_type,Freemium,32.0,40.0,BELQ
2821,question about the cancellation of a Platinum account,delete_account,account_type,Platinum,37.0,45.0,BL
2822,canceling premium account,delete_account,account_type,Premium,10.0,17.0,BKL
2823,close Pro account,delete_account,account_type,Pro,6.0,9.0,BKL
2824,I ned assistance to cancel my Platinum account,delete_account,account_type,Platinum,30.0,38.0,BLZ
2825,I want information about the cancellation of my free account,delete_account,account_type,free,48.0,52.0,BL
2826,I'm looking for information about my pro acount deletion,delete_account,account_type,Pro,37.0,40.0,BELQZ
2827,cancelling Platinum account,delete_account,account_type,Platinum,11.0,19.0,BKL
2828,I don't know what I need to do to delete a free account,delete_account,account_type,free,43.0,47.0,BL
2829,problem with Gold account cancellations,delete_account,account_type,Gold,13.0,17.0,BLM
2830,information about the removal of my Pro account,delete_account,account_type,Pro,36.0,39.0,BL
2831,I need assistance to close the platinum account,delete_account,account_type,Platinum,31.0,39.0,BL
2832,problem with standard account cancellations,delete_account,account_type,Standard,13.0,21.0,BLM
2833,ido not know what to do to remove a platinum account,delete_account,account_type,Platinum,36.0,44.0,BELQZ
2834,"I no longer want my Premium account, how to reove it?",delete_account,account_type,Premium,20.0,27.0,BCEILZ
2835,delete Platinum  account,delete_account,account_type,Platinum,7.0,15.0,BKLZ
2836,would it be possible to remove my Gold account?,delete_account,account_type,Gold,34.0,38.0,BILP
2837,deleting free account,delete_account,account_type,free,9.0,13.0,BKL
2838,"I do not use myFreemium account, want assistance closing it",delete_account,account_type,Freemium,15.0,23.0,BCELQZ
2839,I do not know what to do to delete the freemium accouunt,delete_account,account_type,Freemium,39.0,47.0,BELZ
2840,i dont know what i have to do to close a platinum account,delete_account,account_type,Platinum,41.0,49.0,BLQ
2841,I have got to cancel the bloody premium account,delete_account,account_type,Premium,32.0,39.0,BLW
2842,i need information about the removal of a Premium account,delete_account,account_type,Premium,42.0,49.0,BLQ
2843,I want assistance to close a Pro account,delete_account,account_type,Pro,29.0,32.0,BL
2844,canceling Gold account,delete_account,account_type,Gold,10.0,14.0,BKL
2845,closingt freemium account,delete_account,account_type,Freemium,9.0,17.0,BKLZ
2846,delete freemium account,delete_account,account_type,Freemium,7.0,15.0,BKL
2847,I do not know what I have to do to remove the free account,delete_account,account_type,free,46.0,50.0,BEL
2848,"I no longer use my gold account, how can I close it?",delete_account,account_type,Gold,19.0,23.0,BCEIL
2849,I do not know how I could remove the Freemium account,delete_account,account_type,Freemium,37.0,45.0,BELP
2850,have a question about the deletion of a pro account,delete_account,account_type,Pro,40.0,43.0,BLQ
2851,I want assistance to cancel a gold account,delete_account,account_type,Gold,30.0,34.0,BL
2852,have a question about the cancellation of my free account,delete_account,account_type,free,45.0,49.0,BLQ
2853,I want information about the removal of m gold account,delete_account,account_type,Gold,42.0,46.0,BLZ
2854,i dont know what i have to do to close a Platinum account,delete_account,account_type,Platinum,41.0,49.0,BLQ
2855,close Freemium account,delete_account,account_type,Freemium,6.0,14.0,BKL
2856,what do i have to ddo to cancel a Gold account,delete_account,account_type,Gold,34.0,38.0,BILQZ
2857,i do not want the freemium account i need help to cancel it,delete_account,account_type,Freemium,18.0,26.0,BCELQ
2858,i do not know what i need to do to delete the pro account,delete_account,account_type,Pro,46.0,49.0,BELQ
2859,I want assistance to cancel the free account,delete_account,account_type,free,32.0,36.0,BL
2860,i need assistance closing my Freemium account,delete_account,account_type,Freemium,29.0,37.0,BLQ
2861,need assistance closing my fucking freemium account,delete_account,account_type,Freemium,35.0,43.0,BLQW
2862,i have problems with a standard acount deletion,delete_account,account_type,Standard,23.0,31.0,BLMQZ
2863,how to close  a Freemium account,delete_account,account_type,Freemium,16.0,24.0,BILQZ
2864,how do i delete my free account,delete_account,account_type,free,19.0,23.0,BILQ
2865,close Premium account,delete_account,account_type,Premium,6.0,13.0,BKL
2866,wherer can i get information about a premium account removal,delete_account,account_type,Premium,37.0,44.0,BILQZ
2867,problems with the deletion of a platinum account,delete_account,account_type,Platinum,32.0,40.0,BLM
2868,I need information about platinum account deletions,delete_account,account_type,Platinum,25.0,33.0,BLM
2869,I want information about the cancellation of a Pro account,delete_account,account_type,Pro,47.0,50.0,BL
2870,i do not need my premium account can i close it,delete_account,account_type,Premium,17.0,24.0,BCEILQ
2871,how can I cancel the standard account?,delete_account,account_type,Standard,21.0,29.0,BIL
2872,give me information about the deletion of my premium account,delete_account,account_type,Premium,45.0,52.0,BL
2873,help me to reomve the Premium account,delete_account,account_type,Premium,22.0,29.0,BLZ
2874,closing Pro account,delete_account,account_type,Pro,8.0,11.0,BKL
2875,i have a problem with the cancellation of a Pro account,delete_account,account_type,Pro,44.0,47.0,BLQ
2876,what do I have to do to cancel my standard account?,delete_account,account_type,Standard,34.0,42.0,BIL
2877,close freemiumaccount,delete_account,account_type,Freemium,6.0,14.0,BKLZ
2878,can ya give me information abbout standard account removals,delete_account,account_type,Standard,34.0,42.0,BILMQZ
2879,i no longer use my Gold account assistanmce closing it,delete_account,account_type,Gold,19.0,23.0,BCELQZ
2880,"I want to cancel a platinum account, could you help me?",delete_account,account_type,Platinum,19.0,27.0,BCILP
2881,I do not know what I have to do to close the pro account,delete_account,account_type,Pro,45.0,48.0,BEL
2882,cancelling gold account,delete_account,account_type,Gold,11.0,15.0,BKL
2883,cancel standard account,delete_account,account_type,Standard,7.0,15.0,BKL
2884,deleting platinum account,delete_account,account_type,Platinum,9.0,17.0,BKL
2885,what options for shipment are there?,delivery_options,,,,,BILM
2886,is it possible to place a order from Hungary?,delivery_options,delivery_country,Hungary,37.0,44.0,BIZ
2887,question about the shipping options,delivery_options,,,,,BL
2888,is it possible to order from Mexico?,delivery_options,delivery_country,Mexico,29.0,35.0,BI
2889,I want assistance seeing what delivery methods you offer,delivery_options,,,,,BLM
2890,do uudeliver to Toronto,delivery_options,delivery_city,Toronto,16.0,23.0,BIQZ
2891,how to see what damn shipment options I can choose?,delivery_options,,,,,BILMW
2892,do you shpi to Seattle?,delivery_options,delivery_city,Seattle,15.0,22.0,BILZ
2893,shippinh to Valencia,delivery_options,delivery_city,Valencia,12.0,20.0,BLZ
2894,is it possible to order from Toronto,delivery_options,delivery_city,Toronto,29.0,36.0,BIQ
2895,can I see what shipping options are available?,delivery_options,,,,,BILM
2896,I would like to see what shipping options are there,delivery_options,,,,,BLMP
2897,"I have got to check the delivery methods, I need help",delivery_options,,,,,BCL
2898,shipments to Japan,delivery_options,delivery_country,Japan,13.0,18.0,BL
2899,deliveies to Seattle,delivery_options,delivery_city,Seattle,13.0,20.0,BZ
2900,"I have to check the shipping options, how do I do it?",delivery_options,,,,,BCIL
2901,shipments to Philadelphia,delivery_options,delivery_city,Philadelphia,13.0,25.0,BL
2902,do ya ship to Canada,delivery_options,delivery_country,Canada,14.0,20.0,BILQ
2903,do you shpi to Munich?,delivery_options,delivery_city,Munich,15.0,21.0,BILZ
2904,what are the methods for shipment?,delivery_options,,,,,BIL
2905,do you deliver to Valencia?,delivery_options,delivery_city,Valencia,18.0,26.0,BI
2906,doyou deliver to Hungary?,delivery_options,delivery_country,Hungary,17.0,24.0,BIZ
2907,doyou deliver to USA?,delivery_options,delivery_country,USA,17.0,20.0,BIZ
2908,do ya ship to Munich,delivery_options,delivery_city,Munich,14.0,20.0,BILQ
2909,is it possible t order from Mexico,delivery_options,delivery_country,Mexico,28.0,34.0,BIQZ
2910,"I have to see the shipment options, I need assistance",delivery_options,,,,,BCL
2911,shipping to Toronto,delivery_options,delivery_city,Toronto,12.0,19.0,BL
2912,I have got to check the options for shipment,delivery_options,,,,,BL
2913,is it possible ot order from Toronto?,delivery_options,delivery_city,Toronto,29.0,36.0,BIZ
2914,shipments to Finland,delivery_options,delivery_country,Finland,13.0,20.0,BL
2915,shipping to Canada,delivery_options,delivery_country,Canada,12.0,18.0,BL
2916,help me to check what shipment options are there,delivery_options,,,,,BLM
2917,can i order from Dublin,delivery_options,delivery_city,Dublin,17.0,23.0,BIQ
2918,is it possible to order from Detroit,delivery_options,delivery_city,Detroit,29.0,36.0,BIQ
2919,can you help me see what shipment methods you offer?,delivery_options,,,,,BILM
2920,is it possible to order from Japan?,delivery_options,delivery_country,Japan,29.0,34.0,BI
2921,could I see what delivery options I have?,delivery_options,,,,,BILMP
2922,I am trying to see the methods for shipment,delivery_options,,,,,BL
2923,do you ship to Valencia?,delivery_options,delivery_city,Valencia,15.0,23.0,BIL
2924,shipemnts to Toronto,delivery_options,delivery_city,Toronto,13.0,20.0,BLZ
2925,deliveries to USA,delivery_options,delivery_country,USA,14.0,17.0,B
2926,is  it possible to place an order from Canada,delivery_options,delivery_country,Canada,39.0,45.0,BIQZ
2927,shipments to Liverpool,delivery_options,delivery_city,Liverpool,13.0,22.0,BL
2928,is it possible to order frolm Liverpool,delivery_options,delivery_city,Liverpool,30.0,39.0,BIQZ
2929,is it possible to order from Detroit?,delivery_options,delivery_city,Detroit,29.0,36.0,BI
2930,can you help me to see the options for shipment?,delivery_options,,,,,BIL
2931,shipping to Detroit,delivery_options,delivery_city,Detroit,12.0,19.0,BL
2932,do you shpi to Liverpool?,delivery_options,delivery_city,Liverpool,15.0,24.0,BILZ
2933,"I need to check what shipment options I have, how to do it?",delivery_options,,,,,BCILM
2934,I need to check what methods for delivery are available,delivery_options,,,,,BLM
2935,shipping to Philadelphia,delivery_options,delivery_city,Philadelphia,12.0,24.0,BL
2936,acn i order from Japan,delivery_options,delivery_country,Japan,17.0,22.0,BIQZ
2937,is it possible to see what shipping methods I can choose?,delivery_options,,,,,BILM
2938,I need help checking what shipping options I have,delivery_options,,,,,BLM
2939,deliveies to Liverpool,delivery_options,delivery_city,Liverpool,13.0,22.0,BZ
2940,shipments to Detroit,delivery_options,delivery_city,Detroit,13.0,20.0,BL
2941,is it possible to order from Finland?,delivery_options,delivery_country,Finland,29.0,36.0,BI
2942,do you deliver to Dublin?,delivery_options,delivery_city,Dublin,18.0,24.0,BI
2943,can i place an order from Seattle,delivery_options,delivery_city,Seattle,26.0,33.0,BIQ
2944,help me to see what shipping options are available,delivery_options,,,,,BLM
2945,do you ship to Philadelphia?,delivery_options,delivery_city,Philadelphia,15.0,27.0,BIL
2946,help checking what delivery methods I have,delivery_options,,,,,BLM
2947,can I place an order from Munich?,delivery_options,delivery_city,Munich,26.0,32.0,BI
2948,I have a problem with the shipment options,delivery_options,,,,,BL
2949,"I need to see what shipment methods are available, help me",delivery_options,,,,,BCLM
2950,do you deliver to Liverpool?,delivery_options,delivery_city,Liverpool,18.0,27.0,BI
2951,I have got to check the shipment options,delivery_options,,,,,BL
2952,can i order from Mexico,delivery_options,delivery_country,Mexico,17.0,23.0,BIQ
2953,do you deliver to Toronto?,delivery_options,delivery_city,Toronto,18.0,25.0,BI
2954,can I order from Munich?,delivery_options,delivery_city,Munich,17.0,23.0,BI
2955,acn I order from Liverpool?,delivery_options,delivery_city,Liverpool,17.0,26.0,BIZ
2956,"I want to see the shipping options, could you help me?",delivery_options,,,,,BCILP
2957,is it possible to place an order from Finland?,delivery_options,delivery_country,Finland,38.0,45.0,BI
2958,I try to check what shipping options I can choose,delivery_options,,,,,BLM
2959,can i order from USA,delivery_options,delivery_country,USA,17.0,20.0,BIQ
2960,do you deliver to Munich?,delivery_options,delivery_city,Munich,18.0,24.0,BI
2961,how can I get information about the options for shipping?,delivery_options,,,,,BIL
2962,is  it possible to place an order from Japan,delivery_options,delivery_country,Japan,39.0,44.0,BIQZ
2963,shipping to Dublin,delivery_options,delivery_city,Dublin,12.0,18.0,BL
2964,I am trying to check what delivery options are there,delivery_options,,,,,BLM
2965,I need to see the delivery methods,delivery_options,,,,,BL
2966,shipments to USA,delivery_options,delivery_country,USA,13.0,16.0,BL
2967,I have got to check what bloody shipment options you offer,delivery_options,,,,,BLMW
2968,I don't know how to check the shipment options,delivery_options,,,,,BL
2969,do you shpi to Dublin?,delivery_options,delivery_city,Dublin,15.0,21.0,BILZ
2970,is it possible to place an order from Dublin,delivery_options,delivery_city,Dublin,38.0,44.0,BIQ
2971,do udeliver to Japan,delivery_options,delivery_country,Japan,15.0,20.0,BIQ
2972,is it possible to place a fucking order from Japan,delivery_options,delivery_country,Japan,45.0,50.0,BIQW
2973,how can I check what shipment methods you offer?,delivery_options,,,,,BILM
2974,shipping to Seattle,delivery_options,delivery_city,Seattle,12.0,19.0,BL
2975,where do I see what options for delivery are there?,delivery_options,,,,,BILM
2976,shipments to  Hungary,delivery_options,delivery_country,Hungary,14.0,21.0,BLZ
2977,deliveries to Detroit,delivery_options,delivery_city,Detroit,14.0,21.0,B
2978,can you tell me about the options for shipment?,delivery_options,,,,,BIL
2979,assistance checking what methods for delivery are there,delivery_options,,,,,BLM
2980,do you deliver to USA?,delivery_options,delivery_country,USA,18.0,21.0,BI
2981,could I see what methods for delivery are there?,delivery_options,,,,,BILMP
2982,would itr be possible to place a damn order from Munich,delivery_options,delivery_city,Munich,49.0,55.0,BIPQWZ
2983,deliveries to Toronto,delivery_options,delivery_city,Toronto,14.0,21.0,B
2984,can you help me to check what shipment options you offer?,delivery_options,,,,,BILM
2985,is it possible to place an order from Seattle,delivery_options,delivery_city,Seattle,38.0,45.0,BIQ
2986,do you deliver to Mexico?,delivery_options,delivery_country,Mexico,18.0,24.0,BI
2987,do you shpi to Philadelphia?,delivery_options,delivery_city,Philadelphia,15.0,27.0,BILZ
2988,do you ship to Liverpool?,delivery_options,delivery_city,Liverpool,15.0,24.0,BIL
2989,do ya ship to Toronto,delivery_options,delivery_city,Toronto,14.0,21.0,BILQ
2990,do you deliver to Japan?,delivery_options,delivery_country,Japan,18.0,23.0,BI
2991,is it possible to place an order from Hungary,delivery_options,delivery_country,Hungary,38.0,45.0,BIQ
2992,do you ship to Dublin?,delivery_options,delivery_city,Dublin,15.0,21.0,BIL
2993,do you ship to Seattle?,delivery_options,delivery_city,Seattle,15.0,22.0,BIL
2994,"I need to see what delivery options are there, how to do it?",delivery_options,,,,,BCILM
2995,is it posible to place an order from Munich,delivery_options,delivery_city,Munich,37.0,43.0,BIQZ
2996,is it possible to see what shipment options I have?,delivery_options,,,,,BILM
2997,help to see what methods for delivery I can choose,delivery_options,,,,,BLM
2998,I need assistance to see what options for delivery I have,delivery_options,,,,,BLM
2999,do ya ship to Dublin,delivery_options,delivery_city,Dublin,14.0,20.0,BILQ
3000,is it possible to place an order from Toronto,delivery_options,delivery_city,Toronto,38.0,45.0,BIQ
3001,can i place an order from USA,delivery_options,delivery_country,USA,26.0,29.0,BIQ
3002,is  it possible to place an order from USA,delivery_options,delivery_country,USA,39.0,42.0,BIQZ
3003,do uudeliver to Liverpool,delivery_options,delivery_city,Liverpool,16.0,25.0,BIQZ
3004,is it possible to place an order from Philadelphia,delivery_options,delivery_city,Philadelphia,38.0,50.0,BIQ
3005,could you help me check what delivery methods you offer?,delivery_options,,,,,BILMP
3006,shippinh to Seattle,delivery_options,delivery_city,Seattle,12.0,19.0,BLZ
3007,do udeliver to Valencia,delivery_options,delivery_city,Valencia,15.0,23.0,BIQ
3008,see the available shipment methods,delivery_options,,,,,BL
3009,shippoing to Hungary,delivery_options,delivery_country,Hungary,13.0,20.0,BLZ
3010,is it possible to order frolm Valencia,delivery_options,delivery_city,Valencia,30.0,38.0,BIQZ
3011,is it possible to order from Valencia?,delivery_options,delivery_city,Valencia,29.0,37.0,BI
3012,"I would like to see the shipping methods, can you help me?",delivery_options,,,,,BCILP
3013,can i place an oorder from Liverpool,delivery_options,delivery_city,Liverpool,27.0,36.0,BIQZ
3014,is it possible to order frolm Munich,delivery_options,delivery_city,Munich,30.0,36.0,BIQZ
3015,I need help to see the methods for delivery,delivery_options,,,,,BL
3016,do uxeliver to USA,delivery_options,delivery_country,USA,15.0,18.0,BIQZ
3017,shipping to USA,delivery_options,delivery_country,USA,12.0,15.0,BL
3018,shipments to Mexico,delivery_options,delivery_country,Mexico,13.0,19.0,BL
3019,is it possible to order from Mexico,delivery_options,delivery_country,Mexico,29.0,35.0,BIQ
3020,do you ship to Munich?,delivery_options,delivery_city,Munich,15.0,21.0,BIL
3021,is it possible to place an order from USA?,delivery_options,delivery_country,USA,38.0,41.0,BI
3022,I am calling to check what shipping options I have,delivery_options,,,,,BLM
3023,can I place an order from Finland ?,delivery_options,delivery_country,Finland,26.0,33.0,BIZ
3024,do you ship to Mexico ?,delivery_options,delivery_country,Mexico,15.0,21.0,BILZ
3025,where could I see what shipment methods I can choose?,delivery_options,,,,,BILMP
3026,wuld it be possible to place an order from Seattle,delivery_options,delivery_city,Seattle,43.0,50.0,BIPQZ
